Entity,Code,Year,Population
United Kingdom,GBR,1827,23233511
United Kingdom,GBR,1828,23532788
United Kingdom,GBR,1829,23823479
United Kingdom,GBR,1830,24105348
United Kingdom,GBR,1831,24378150
United Kingdom,GBR,1832,24641639
United Kingdom,GBR,1833,24895561
United Kingdom,GBR,1834,25152100
United Kingdom,GBR,1835,25411282
United Kingdom,GBR,1836,25673136
United Kingdom,GBR,1837,25937687
United Kingdom,GBR,1838,26204965
United Kingdom,GBR,1839,26428534
United Kingdom,GBR,1840,26607869
United Kingdom,GBR,1841,26742439
United Kingdom,GBR,1842,26831707
United Kingdom,GBR,1843,26875131
United Kingdom,GBR,1844,26918625
United Kingdom,GBR,1845,26962189
United Kingdom,GBR,1846,27005824
United Kingdom,GBR,1847,27049530
United Kingdom,GBR,1848,27093306
United Kingdom,GBR,1849,27161567
United Kingdom,GBR,1850,27254502
United Kingdom,GBR,1851,27371581
United Kingdom,GBR,1852,27513708
United Kingdom,GBR,1853,27681073
United Kingdom,GBR,1854,27849455
United Kingdom,GBR,1855,28018862
United Kingdom,GBR,1856,28189300
United Kingdom,GBR,1857,28360774
United Kingdom,GBR,1858,28533291
United Kingdom,GBR,1859,28719933
United Kingdom,GBR,1860,28920894
United Kingdom,GBR,1861,29136372
United Kingdom,GBR,1862,29366564
United Kingdom,GBR,1863,29611672
United Kingdom,GBR,1864,29858827
United Kingdom,GBR,1865,30108044
United Kingdom,GBR,1866,30359341
United Kingdom,GBR,1867,30612735
United Kingdom,GBR,1868,30868245
United Kingdom,GBR,1869,31134963
United Kingdom,GBR,1870,31413071
United Kingdom,GBR,1871,31702755
United Kingdom,GBR,1872,32004200
United Kingdom,GBR,1873,32317597
United Kingdom,GBR,1874,32634063
United Kingdom,GBR,1875,32953628
United Kingdom,GBR,1876,33276322
United Kingdom,GBR,1877,33602176
United Kingdom,GBR,1878,33931221
United Kingdom,GBR,1879,34250722
United Kingdom,GBR,1880,34560483
United Kingdom,GBR,1881,34860309
United Kingdom,GBR,1882,35149998
United Kingdom,GBR,1883,35429349
United Kingdom,GBR,1884,35710919
United Kingdom,GBR,1885,35994727
United Kingdom,GBR,1886,36280791
United Kingdom,GBR,1887,36569128
United Kingdom,GBR,1888,36859757
United Kingdom,GBR,1889,37163257
United Kingdom,GBR,1890,37479831
United Kingdom,GBR,1891,37809681
United Kingdom,GBR,1892,38153013
United Kingdom,GBR,1893,38510036
United Kingdom,GBR,1894,38870400
United Kingdom,GBR,1895,39234136
United Kingdom,GBR,1896,39601276
United Kingdom,GBR,1897,39971851
United Kingdom,GBR,1898,40345894
United Kingdom,GBR,1899,40718496
United Kingdom,GBR,1900,41089602
United Kingdom,GBR,1901,41459153
United Kingdom,GBR,1902,41827091
United Kingdom,GBR,1903,42193357
United Kingdom,GBR,1904,42562831
United Kingdom,GBR,1905,42935539
United Kingdom,GBR,1906,43311511
United Kingdom,GBR,1907,43690776
United Kingdom,GBR,1908,44073361
United Kingdom,GBR,1909,44417852
United Kingdom,GBR,1910,44723743
United Kingdom,GBR,1911,44990527
United Kingdom,GBR,1912,45217688
United Kingdom,GBR,1913,45404707
United Kingdom,GBR,1914,45592500
United Kingdom,GBR,1915,45781070
United Kingdom,GBR,1916,45970420
United Kingdom,GBR,1917,46160552
United Kingdom,GBR,1918,46352692
United Kingdom,GBR,1919,46487478
United Kingdom,GBR,1920,46564792
United Kingdom,GBR,1921,46584515
United Kingdom,GBR,1922,46546526
United Kingdom,GBR,1923,46450703
United Kingdom,GBR,1924,46355077
United Kingdom,GBR,1925,46259648
United Kingdom,GBR,1926,46164416
United Kingdom,GBR,1927,46069379
United Kingdom,GBR,1928,45974538
United Kingdom,GBR,1929,45944804
United Kingdom,GBR,1930,45980369
United Kingdom,GBR,1931,46081427
United Kingdom,GBR,1932,46248173
United Kingdom,GBR,1933,46480802
United Kingdom,GBR,1934,46714602
United Kingdom,GBR,1935,46949578
United Kingdom,GBR,1936,47185735
United Kingdom,GBR,1937,47423081
United Kingdom,GBR,1938,47661620
United Kingdom,GBR,1939,47890226
United Kingdom,GBR,1940,48108804
United Kingdom,GBR,1941,48317261
United Kingdom,GBR,1942,48515502
United Kingdom,GBR,1943,48703433
United Kingdom,GBR,1944,48892093
United Kingdom,GBR,1945,49081483
United Kingdom,GBR,1946,49271606
United Kingdom,GBR,1947,49462466
United Kingdom,GBR,1948,49654066
United Kingdom,GBR,1949,49851583
United Kingdom,GBR,1950,50121020
United Kingdom,GBR,1951,50346821
United Kingdom,GBR,1952,50496231
United Kingdom,GBR,1953,50727035
United Kingdom,GBR,1954,50958246
United Kingdom,GBR,1955,51176749
United Kingdom,GBR,1956,51400458
United Kingdom,GBR,1957,51655911
United Kingdom,GBR,1958,51935640
United Kingdom,GBR,1959,52226466
United Kingdom,GBR,1960,52538548
United Kingdom,GBR,1961,52884952
United Kingdom,GBR,1962,53272836
United Kingdom,GBR,1963,53652939
United Kingdom,GBR,1964,54009130
United Kingdom,GBR,1965,54359022
United Kingdom,GBR,1966,54676346
United Kingdom,GBR,1967,54973661
United Kingdom,GBR,1968,55240654
United Kingdom,GBR,1969,55456208
United Kingdom,GBR,1970,55663801
United Kingdom,GBR,1971,55890372
United Kingdom,GBR,1972,56079239
United Kingdom,GBR,1973,56188787
United Kingdom,GBR,1974,56224550
United Kingdom,GBR,1975,56220139
United Kingdom,GBR,1976,56201143
United Kingdom,GBR,1977,56175829
United Kingdom,GBR,1978,56175553
United Kingdom,GBR,1979,56218759
United Kingdom,GBR,1980,56282102
United Kingdom,GBR,1981,56304590
United Kingdom,GBR,1982,56292761
United Kingdom,GBR,1983,56332060
United Kingdom,GBR,1984,56451312
United Kingdom,GBR,1985,56606416
United Kingdom,GBR,1986,56751926
United Kingdom,GBR,1987,56886021
United Kingdom,GBR,1988,57026539
United Kingdom,GBR,1989,57182137
United Kingdom,GBR,1990,57367867
United Kingdom,GBR,1991,57555199
United Kingdom,GBR,1992,57719273
United Kingdom,GBR,1993,57861037
United Kingdom,GBR,1994,58003200
United Kingdom,GBR,1995,58154632
United Kingdom,GBR,1996,58298563
United Kingdom,GBR,1997,58447091
United Kingdom,GBR,1998,58626822
United Kingdom,GBR,1999,58838663
United Kingdom,GBR,2000,59057333
United Kingdom,GBR,2001,59288095
United Kingdom,GBR,2002,59540764
United Kingdom,GBR,2003,59820385
United Kingdom,GBR,2004,60169964
United Kingdom,GBR,2005,60596107
United Kingdom,GBR,2006,61051093
United Kingdom,GBR,2007,61535859
United Kingdom,GBR,2008,62027303
United Kingdom,GBR,2009,62506222
United Kingdom,GBR,2010,63006482
United Kingdom,GBR,2011,63509285
United Kingdom,GBR,2012,63960488
United Kingdom,GBR,2013,64389386
United Kingdom,GBR,2014,64865914
United Kingdom,GBR,2015,65382107
United Kingdom,GBR,2016,65893359
United Kingdom,GBR,2017,66354473
United Kingdom,GBR,2018,66752473
United Kingdom,GBR,2019,67110958
United Kingdom,GBR,2020,67351860
United Kingdom,GBR,2021,67668788
United Kingdom,GBR,2022,68179315
United Kingdom,GBR,2023,68682965
