Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
2299920,NTD_RAB2,COUNTRY,AGO,YEAR,AFR,Africa,,2018,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8997991,NTD_RAB2,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,,2011,,,,,,,,5,5.0,,,,2024-06-03T07:26:23.447+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4037217,NTD_RAB2,COUNTRY,FSM,YEAR,WPR,Western Pacific,,2013,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6022978,NTD_RAB2,COUNTRY,ARG,YEAR,AMR,Americas,,2019,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4854887,NTD_RAB2,COUNTRY,ARM,YEAR,EUR,Europe,,2019,,,,,,,,1,1.0,,,,2024-06-03T07:26:23.447+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3575243,NTD_RAB2,COUNTRY,MYS,YEAR,WPR,Western Pacific,,2015,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2148495,NTD_RAB2,COUNTRY,ARG,YEAR,AMR,Americas,,2021,,,,,,,,1,1.0,,,,2024-06-03T07:26:23.447+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8826283,NTD_RAB2,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,,2021,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2253746,NTD_RAB2,COUNTRY,TUR,YEAR,EUR,Europe,,2015,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5699669,NTD_RAB2,COUNTRY,KNA,YEAR,AMR,Americas,,2018,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2490330,NTD_RAB2,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,2012,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5792078,NTD_RAB2,COUNTRY,BRA,YEAR,AMR,Americas,,2015,,,,,,,,2,2.0,,,,2024-06-03T07:26:23.447+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6016412,NTD_RAB2,COUNTRY,POL,YEAR,EUR,Europe,,2013,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
2803670,NTD_RAB2,COUNTRY,GUY,YEAR,AMR,Americas,,2020,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2856396,NTD_RAB2,COUNTRY,TLS,YEAR,SEAR,South-East Asia,,2021,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8107585,NTD_RAB2,COUNTRY,VCT,YEAR,AMR,Americas,,2012,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1727424,NTD_RAB2,COUNTRY,MDG,YEAR,AFR,Africa,,2018,,,,,,,,17,17.0,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3918522,NTD_RAB2,COUNTRY,DEU,YEAR,EUR,Europe,,2024,,,,,,,,No data,,,,,2025-09-09T13:40:51.93+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
9202229,NTD_RAB2,COUNTRY,LCA,YEAR,AMR,Americas,,2018,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5838310,NTD_RAB2,COUNTRY,CPV,YEAR,AFR,Africa,,2023,,,,,,,,0,0.0,,,,2025-09-09T13:40:51.93+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
4267874,NTD_RAB2,COUNTRY,SMR,YEAR,EUR,Europe,,2011,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4525152,NTD_RAB2,COUNTRY,NIC,YEAR,AMR,Americas,,2017,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
6425675,NTD_RAB2,COUNTRY,TUR,YEAR,EUR,Europe,,2023,,,,,,,,No data,,,,,2025-09-09T13:40:51.93+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
3093850,NTD_RAB2,COUNTRY,DMA,YEAR,AMR,Americas,,2018,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1538788,NTD_RAB2,COUNTRY,SEN,YEAR,AFR,Africa,,2011,,,,,,,,6,6.0,,,,2024-06-03T07:26:23.447+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5198205,NTD_RAB2,COUNTRY,TON,YEAR,WPR,Western Pacific,,2015,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5211374,NTD_RAB2,COUNTRY,ISL,YEAR,EUR,Europe,,2020,,,,,,,,0,0.0,,,,2025-09-09T13:40:51.93+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3687435,NTD_RAB2,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,2022,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
8852760,NTD_RAB2,COUNTRY,TZA,YEAR,AFR,Africa,,2021,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5574313,NTD_RAB2,COUNTRY,HTI,YEAR,AMR,Americas,,2022,,,,,,,,13,13.0,,,,2025-09-09T13:40:51.93+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
8991474,NTD_RAB2,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,,2017,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7579856,NTD_RAB2,COUNTRY,HRV,YEAR,EUR,Europe,,2015,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5990036,NTD_RAB2,COUNTRY,CHE,YEAR,EUR,Europe,,2013,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4307552,NTD_RAB2,COUNTRY,NRU,YEAR,WPR,Western Pacific,,2019,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7711775,NTD_RAB2,COUNTRY,MUS,YEAR,AFR,Africa,,2018,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9670494,NTD_RAB2,COUNTRY,BEL,YEAR,EUR,Europe,,2018,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1411368,NTD_RAB2,COUNTRY,GHA,YEAR,AFR,Africa,,2022,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
6379509,NTD_RAB2,COUNTRY,BOL,YEAR,AMR,Americas,,2011,,,,,,,,10,10.0,,,,2024-06-03T07:26:23.447+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8101075,NTD_RAB2,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,,2010,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8331126,NTD_RAB2,COUNTRY,NIC,YEAR,AMR,Americas,,2018,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3707199,NTD_RAB2,COUNTRY,DZA,YEAR,AFR,Africa,,2010,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8780073,NTD_RAB2,COUNTRY,MHL,YEAR,WPR,Western Pacific,,2014,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8832946,NTD_RAB2,COUNTRY,GUY,YEAR,AMR,Americas,,2021,,,,,,,,0,0.0,,,,2026-07-15T14:04:38.643+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
3885557,NTD_RAB2,COUNTRY,TON,YEAR,WPR,Western Pacific,,2018,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3958182,NTD_RAB2,COUNTRY,DZA,YEAR,AFR,Africa,,2016,,,,,,,,15,15.0,,,,2024-06-03T07:26:23.447+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2379032,NTD_RAB2,COUNTRY,AUT,YEAR,EUR,Europe,,2023,,,,,,,,0,0.0,,,,2025-09-09T13:40:51.93+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7408345,NTD_RAB2,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,,2010,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4142510,NTD_RAB2,COUNTRY,VEN,YEAR,AMR,Americas,,2017,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5891090,NTD_RAB2,COUNTRY,KAZ,YEAR,EUR,Europe,,2012,,,,,,,,5,5.0,,,,2024-06-03T07:26:23.447+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7579874,NTD_RAB2,COUNTRY,CYP,YEAR,EUR,Europe,,2015,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4320764,NTD_RAB2,COUNTRY,AND,YEAR,EUR,Europe,,2020,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4373525,NTD_RAB2,COUNTRY,SWZ,YEAR,AFR,Africa,,2012,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6320049,NTD_RAB2,COUNTRY,NER,YEAR,AFR,Africa,,2011,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6537939,NTD_RAB2,COUNTRY,GUF,YEAR,AMR,Americas,,2023,,,,,,,,No data,,,,,2025-09-09T13:40:51.93+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1662288,NTD_RAB2,COUNTRY,BTN,YEAR,SEAR,South-East Asia,,2021,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5072784,NTD_RAB2,COUNTRY,CAF,YEAR,AFR,Africa,,2011,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
3562152,NTD_RAB2,COUNTRY,FRA,YEAR,EUR,Europe,,2018,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6959713,NTD_RAB2,COUNTRY,MDG,YEAR,AFR,Africa,,2024,,,,,,,,15,15.0,,,,2025-10-30T17:51:54.843+01:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
2062871,NTD_RAB2,COUNTRY,KAZ,YEAR,EUR,Europe,,2024,,,,,,,,No data,,,,,2025-09-09T13:40:51.93+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
5541442,NTD_RAB2,COUNTRY,PHL,YEAR,WPR,Western Pacific,,2017,,,,,,,,261,261.0,,,,2024-06-03T07:26:23.447+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4215173,NTD_RAB2,COUNTRY,MDA,YEAR,EUR,Europe,,2013,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6023101,NTD_RAB2,COUNTRY,AGO,YEAR,AFR,Africa,,2022,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
6141841,NTD_RAB2,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,,2013,,,,,,,,6,6.0,,,,2024-06-03T07:26:23.447+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7863572,NTD_RAB2,COUNTRY,WSM,YEAR,WPR,Western Pacific,,2019,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8515947,NTD_RAB2,COUNTRY,AZE,YEAR,EUR,Europe,,2018,,,,,,,,7,7.0,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5323634,NTD_RAB2,COUNTRY,IDN,YEAR,WPR,Western Pacific,,2022,,,,,,,,96,96.0,,,,2024-06-03T07:26:23.447+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2234008,NTD_RAB2,COUNTRY,ETH,YEAR,AFR,Africa,,2012,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9070697,NTD_RAB2,COUNTRY,SLE,YEAR,AFR,Africa,,2014,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7665676,NTD_RAB2,COUNTRY,BEL,YEAR,EUR,Europe,,2021,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1358629,NTD_RAB2,COUNTRY,COM,YEAR,AFR,Africa,,2019,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9730019,NTD_RAB2,COUNTRY,LBR,YEAR,AFR,Africa,,2010,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9769630,NTD_RAB2,COUNTRY,USA,YEAR,AMR,Americas,,2023,,,,,,,,0,0.0,,,,2026-07-15T14:04:38.643+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1532302,NTD_RAB2,COUNTRY,CRI,YEAR,AMR,Americas,,2012,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6564406,NTD_RAB2,COUNTRY,SSD,YEAR,AFR,Africa,,2021,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1603960,NTD_RAB2,COUNTRY,SLE,YEAR,AFR,Africa,,2022,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1668569,NTD_RAB2,COUNTRY,SVK,YEAR,EUR,Europe,,2014,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8364126,NTD_RAB2,COUNTRY,KIR,YEAR,WPR,Western Pacific,,2012,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1801219,NTD_RAB2,COUNTRY,BRN,YEAR,WPR,Western Pacific,,2023,,,,,,,,No data,,,,,2025-09-09T13:40:51.93+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2240662,NTD_RAB2,COUNTRY,PRT,YEAR,EUR,Europe,,2017,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5548067,NTD_RAB2,COUNTRY,GNB,YEAR,AFR,Africa,,2020,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3905419,NTD_RAB2,COUNTRY,PAN,YEAR,AMR,Americas,,2016,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3918636,NTD_RAB2,COUNTRY,HTI,YEAR,AMR,Americas,,2019,,,,,,,,2,2.0,,,,2024-06-03T07:26:23.447+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2339683,NTD_RAB2,COUNTRY,TCD,YEAR,AFR,Africa,,2012,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7447943,NTD_RAB2,COUNTRY,CAF,YEAR,AFR,Africa,,2015,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7553571,NTD_RAB2,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,,2020,,,,,,,,16,16.0,,,,2024-06-03T07:26:23.447+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2573444,NTD_RAB2,COUNTRY,LTU,YEAR,EUR,Europe,,2023,,,,,,,,0,0.0,,,,2025-09-09T13:40:51.93+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5996754,NTD_RAB2,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,,2018,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6194793,NTD_RAB2,COUNTRY,EST,YEAR,EUR,Europe,,2010,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9591471,NTD_RAB2,COUNTRY,BRB,YEAR,AMR,Americas,,2013,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
2909318,NTD_RAB2,COUNTRY,SLB,YEAR,WPR,Western Pacific,,2022,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2981706,NTD_RAB2,COUNTRY,MDA,YEAR,EUR,Europe,,2019,,,,,,,,1,1.0,,,,2024-06-03T07:26:23.447+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1464203,NTD_RAB2,COUNTRY,UZB,YEAR,EUR,Europe,,2013,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4802357,NTD_RAB2,COUNTRY,VNM,YEAR,WPR,Western Pacific,,2013,,,,,,,,105,105.0,,,,2024-06-03T07:26:23.447+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4822117,NTD_RAB2,COUNTRY,CRI,YEAR,AMR,Americas,,2011,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8324588,NTD_RAB2,COUNTRY,SLV,YEAR,AMR,Americas,,2018,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5112397,NTD_RAB2,COUNTRY,MYS,YEAR,WPR,Western Pacific,,2013,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5303912,NTD_RAB2,COUNTRY,SWZ,YEAR,AFR,Africa,,2016,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8733906,NTD_RAB2,COUNTRY,MDG,YEAR,AFR,Africa,,2012,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
3826155,NTD_RAB2,COUNTRY,TUV,YEAR,WPR,Western Pacific,,2022,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2398654,NTD_RAB2,COUNTRY,ROU,YEAR,EUR,Europe,,2014,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2497139,NTD_RAB2,COUNTRY,KNA,YEAR,AMR,Americas,,2010,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8291594,NTD_RAB2,COUNTRY,VNM,YEAR,WPR,Western Pacific,,2022,,,,,,,,70,70.0,,,,2024-06-03T07:26:23.447+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
8390584,NTD_RAB2,COUNTRY,VEN,YEAR,AMR,Americas,,2015,,,,,,,,1,1.0,,,,2024-06-03T07:26:23.447+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2135489,NTD_RAB2,COUNTRY,AGO,YEAR,AFR,Africa,,2017,,,,,,,,249,249.0,,,,2024-06-03T07:26:23.447+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3799825,NTD_RAB2,COUNTRY,GUF,YEAR,AMR,Americas,,2024,,,,,,,,3,3.0,,,,2025-09-09T13:40:51.93+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
5488801,NTD_RAB2,COUNTRY,GNQ,YEAR,AFR,Africa,,2018,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3832812,NTD_RAB2,COUNTRY,BEL,YEAR,EUR,Europe,,2020,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3918695,NTD_RAB2,COUNTRY,CAN,YEAR,AMR,Americas,,2010,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7302908,NTD_RAB2,COUNTRY,MLI,YEAR,AFR,Africa,,2015,,,,,,,,9,9.0,,,,2024-06-03T07:26:23.447+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4169033,NTD_RAB2,COUNTRY,PNG,YEAR,WPR,Western Pacific,,2022,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7619576,NTD_RAB2,COUNTRY,TZA,YEAR,AFR,Africa,,2015,,,,,,,,4,4.0,,,,2024-06-03T07:26:23.447+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7751544,NTD_RAB2,COUNTRY,MDG,YEAR,AFR,Africa,,2015,,,,,,,,9,9.0,,,,2024-06-03T07:26:23.447+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1279697,NTD_RAB2,COUNTRY,BWA,YEAR,AFR,Africa,,2022,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1451092,NTD_RAB2,COUNTRY,KEN,YEAR,AFR,Africa,,2014,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6465419,NTD_RAB2,COUNTRY,NGA,YEAR,AFR,Africa,,2016,,,,,,,,7,7.0,,,,2024-06-03T07:26:23.447+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8265223,NTD_RAB2,COUNTRY,SRB,YEAR,EUR,Europe,,2013,,,,,,,,0,0.0,,,,2024-06-03T07:26:23.447+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6933589,NTD_RAB2,COUNTRY,SSD,YEAR,AFR,Africa,,2018,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1970824,NTD_RAB2,COUNTRY,GNQ,YEAR,AFR,Africa,,2017,,,,,,,,No data,,,,,2024-06-03T07:26:23.447+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7448016,NTD_RAB2,COUNTRY,SVK,YEAR,EUR,Europe,,2024,,,,,,,,No data,,,,,2025-09-09T13:40:51.93+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
7480985,NTD_RAB2,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,,2012,,,,,,,,2,2.0,,,,2024-06-03T07:26:23.447+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5838506,NTD_RAB2,COUNTRY,GTM,YEAR,AMR,Americas,,2023,,,,,,,,0,0.0,,,,2026-07-15T14:04:38.643+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5924259,NTD_RAB2,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,,2024,,,,,,,,No data,,,,,2025-09-09T13:40:51.93+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
